epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.21875,2.0354127883911133,,
0,99,0.3671875,1.7710089683532715,,
0,149,0.3125,1.7175408601760864,,
0,199,0.328125,1.8981574773788452,,
0,249,0.3671875,1.709107518196106,,
0,299,0.34375,1.587355613708496,,
0,349,0.375,1.6424108743667603,,
0,390,,,0.43639999628067017,1.5122554302215576
1,399,0.390625,1.6418895721435547,,
1,449,0.421875,1.58194899559021,,
1,499,0.359375,1.6154401302337646,,
1,549,0.34375,1.5657453536987305,,
1,599,0.4140625,1.5384459495544434,,
1,649,0.453125,1.5413577556610107,,
1,699,0.5625,1.2572635412216187,,
1,749,0.4296875,1.510615348815918,,
1,781,,,0.4781000018119812,1.4352188110351562
2,799,0.5390625,1.2908658981323242,,
2,849,0.484375,1.4544163942337036,,
2,899,0.5390625,1.4319943189620972,,
