epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.125,2.289182662963867,,
0,99,0.125,2.3057217597961426,,
0,149,0.171875,2.2902348041534424,,
0,199,0.078125,2.284606695175171,,
0,249,0.0625,2.323000907897949,,
0,299,0.140625,2.2802913188934326,,
0,349,0.109375,2.293025255203247,,
0,399,0.09375,2.307866096496582,,
0,449,0.125,2.3112218379974365,,
0,499,0.1875,2.277279853820801,,
0,549,0.109375,2.305102586746216,,
0,599,0.21875,2.2842252254486084,,
0,649,0.109375,2.305704355239868,,
0,699,0.171875,2.2916293144226074,,
0,749,0.109375,2.296172857284546,,
0,799,0.09375,2.3004086017608643,,
0,849,0.109375,2.300386428833008,,
0,899,0.15625,2.294590473175049,,
0,937,,,0.11349999904632568,2.3012845516204834
